,book_id,chunk_id,book_title,genre,unique_speaker
2505,8629_LibriVox_en,400h_06,sonnets of michael angelo buonarroti and tommaso campanella,poetry,8842
2506,7508_LibriVox_en,400h_06,bill nye s funniest thoughts,juvenile books,5717
2507,8350_LibriVox_en,400h_06,i ve come to stay a love comedy of bohemia,"geography, nature & history",8713
2508,6722_LibriVox_en,400h_06,pawns count,mystery,3488
2509,8117_LibriVox_en,400h_06,sanctuary version 2,fiction,1259
2510,6292_LibriVox_en,400h_06,monk and the hangman s daughter,fiction,5717
2511,3229_LibriVox_en,400h_06,story of a soul,religion,3681
2512,2534_LibriVox_en,400h_06,golden bowl,fiction,1212
2513,7077_LibriVox_en,400h_06,brood of the dark moon,"science, craft & essay",4078
2514,1693_LibriVox_en,400h_06,western united states,"science, craft & essay",1841
2515,6227_LibriVox_en,400h_06,on generation and corruption,"science, craft & essay",3114
2516,7487_LibriVox_en,400h_06,daughter of the commandant,fiction,7786
2517,405_LibriVox_en,400h_06,romance of rubber,"science, craft & essay",100
2518,7241_LibriVox_en,400h_06,rainbow trail,fiction,4078
2519,5049_LibriVox_en,400h_06,gambler,fiction,3488
2520,860_LibriVox_en,400h_06,gawayne and the green knight lewis translation,poetry,32
2521,7512_LibriVox_en,400h_06,best american humorous short stories,"geography, nature & history",6454
2522,4475_LibriVox_en,400h_06,ego machine,"science, craft & essay",3490
2523,7791_LibriVox_en,400h_06,water ghost and others,fiction,6454
2524,6453_LibriVox_en,400h_07,valley of vision,religion,3645
2525,4332_LibriVox_en,400h_07,nativity of our lord jesus christ,"science, craft & essay",3681
2526,7542_LibriVox_en,400h_07,pretty lady,fiction,1255
2527,6173_LibriVox_en,400h_07,with clive in india,fiction,5545
2528,3534_LibriVox_en,400h_07,lone star planet,"science, craft & essay",251
2529,7721_LibriVox_en,400h_07,desert drama being the tragedy of the korosko,fiction,6454
2530,5252_LibriVox_en,400h_07,operation outer space,"science, craft & essay",251
2531,4072_LibriVox_en,400h_07,fenimore cooper s literary offences version 2,"science, craft & essay",107
2532,2452_LibriVox_en,400h_07,study in scarlet,mystery,1066
2533,2044_LibriVox_en,400h_07,captains courageous,fiction,204
2534,1977_LibriVox_en,400h_07,snow bound a winter idyl,poetry,2499
2535,740_LibriVox_en,400h_07,master key,"science, craft & essay",100
2536,2601_LibriVox_en,400h_07,confessions pusey translation,"science, craft & essay",3645
2537,3814_LibriVox_en,400h_07,british barbarians,"science, craft & essay",2607
2538,3856_LibriVox_en,400h_07,romance of an old fool,fiction,2156
2539,725_LibriVox_en,400h_07,trimmed lamp and other stories of the four million,fiction,203
2540,6076_LibriVox_en,400h_07,history of standard oil volume 1,"science, craft & essay",3488
2541,8040_LibriVox_en,400h_07,life and adventures of venture,political & philosophy,4788
2542,5630_LibriVox_en,400h_07,time machine version 2,"science, craft & essay",204
2543,1512_LibriVox_en,400h_07,lost world version 2,fiction,204
2544,7622_LibriVox_en,400h_07,devotions upon emergent occasions together with death s duel,religion,6454
2545,4388_LibriVox_en,400h_07,secret sharer,fiction,3490
2546,6986_LibriVox_en,400h_07,project mastodon,"science, craft & essay",5717
2547,7836_LibriVox_en,400h_07,ghost pirates,"science, craft & essay",251
2548,5225_LibriVox_en,400h_07,just and the unjust,fiction,3488
2549,7868_LibriVox_en,400h_07,christmas eve and christmas day,fiction,6454
2550,4500_LibriVox_en,400h_07,further foolishness,juvenile books,3157
2551,6051_LibriVox_en,400h_07,bronze hand,mystery,5244
2552,7298_LibriVox_en,400h_07,in exile and other stories,fiction,6454
2553,8599_LibriVox_en,400h_07,somme battle stories,"science, craft & essay",6454
2554,2898_LibriVox_en,400h_07,journey in other worlds a romance of the future,"science, craft & essay",3488
2555,6917_LibriVox_en,400h_07,carolina chansons legends of the low country,poetry,1066
2556,6382_LibriVox_en,400h_07,boy scout and other stories for boys,fiction,6454
2557,7142_LibriVox_en,400h_07,nor iron bars a cage,"science, craft & essay",5717
2558,8343_LibriVox_en,400h_07,owen wingrave,"geography, nature & history",6454
2559,7946_LibriVox_en,400h_07,witch shall be born,fiction,5717
2560,4251_LibriVox_en,400h_07,as a man thinketh version 2,"science, craft & essay",2196
2561,1483_LibriVox_en,400h_07,spirit of christmas,religion,1752
2562,522_LibriVox_en,400h_07,four max carrados detective stories,mystery,152
2563,4038_LibriVox_en,400h_07,fair rewards,"geography, nature & history",4438
2564,8617_LibriVox_en,400h_07,finn the wolfhound,fiction,6454
2565,7631_LibriVox_en,400h_07,religion and science from galileo to bergson,"science, craft & essay",1066
2566,5577_LibriVox_en,400h_07,crime its cause and treatment,"science, craft & essay",167
2567,5273_LibriVox_en,400h_07,briarwood girls,fiction,5538
2568,6808_LibriVox_en,400h_07,when patty went to college,fiction,6415
2569,2014_LibriVox_en,400h_07,awakening of europe,misc,1841
2570,7959_LibriVox_en,400h_07,old hampshire vignettes,poetry,6454
2571,4252_LibriVox_en,400h_07,tom playfair or making a start,religion,4667
2572,254_LibriVox_en,400h_07,pride and prejudice version 2,fiction,30
2573,2152_LibriVox_en,400h_07,defendant,"science, craft & essay",2162
2574,8663_LibriVox_en,400h_07,andersonville diary escape and list of the dead,"science, craft & essay",6454
2575,1557_LibriVox_en,400h_07,treasure island version 2,fiction,1331
2576,6563_LibriVox_en,400h_07,great k a train robbery,fiction,6454
2577,3174_LibriVox_en,400h_07,essay on the principle of population,"science, craft & essay",3114
2578,4630_LibriVox_en,400h_07,beckoning fair one,misc,3006
2579,6422_LibriVox_en,400h_07,in the midst of life tales of soldiers and civilians,fiction,6454
2580,8239_LibriVox_en,400h_07,rider on the white horse,fiction,4174
2581,5156_LibriVox_en,400h_07,history of julius caesar,"geography, nature & history",5968
2582,6948_LibriVox_en,400h_07,dark moon,"science, craft & essay",4078
2583,4462_LibriVox_en,400h_07,story of my childhood,"geography, nature & history",4289
2584,4326_LibriVox_en,400h_07,our nig or sketches from the life of a free black in a two story white house,fiction,3584
2585,3918_LibriVox_en,400h_07,olive,fiction,3536
2586,3088_LibriVox_en,400h_07,missing page thirteen,mystery,3816
2587,8018_LibriVox_en,400h_07,planet of dread,"science, craft & essay",5717
2588,2338_LibriVox_en,400h_07,dragon s secret,mystery,688
2589,4650_LibriVox_en,400h_07,plastic age,fiction,4191
2590,8278_LibriVox_en,400h_07,red headed league,mystery,5717
2591,3015_LibriVox_en,400h_07,this country of ours part 2,"geography, nature & history",19
2592,2398_LibriVox_en,400h_07,khaki kook book,"science, craft & essay",1335
2593,2231_LibriVox_en,400h_07,new jerusalem,religion,2162
2594,7307_LibriVox_en,400h_07,trees and other poems,poetry,5717
2595,218_LibriVox_en,400h_07,north of boston,poetry,260
2596,8119_LibriVox_en,400h_07,letters from a cat,"geography, nature & history",6965
2597,5874_LibriVox_en,400h_07,red room,fiction,4441
2598,2694_LibriVox_en,400h_07,secret garden version 2,fiction,103
2599,6970_LibriVox_en,400h_07,rebel rose,"science, craft & essay",7140
2600,160_LibriVox_en,400h_07,chapters from my autobiography,juvenile books,107
2601,3790_LibriVox_en,400h_07,tristram and iseult sohrab and rustum,poetry,3793
2602,6651_LibriVox_en,400h_07,incidents of travel in central america chiapas and yucatan vol 2,"science, craft & essay",3003
2603,7392_LibriVox_en,800h_00,descent of man and other stories,"geography, nature & history",4018
2604,8298_LibriVox_en,800h_00,wheel of time,"geography, nature & history",6454
2605,1278_LibriVox_en,800h_00,sleep book,poetry,1335
2606,6606_LibriVox_en,800h_00,road to oz version 2,fiction,5717
2607,8619_LibriVox_en,800h_00,and thus he came,religion,6454
2608,6057_LibriVox_en,800h_00,mag and margaret a story for girls,religion,3157
2609,2618_LibriVox_en,800h_00,arabian art of taming and training wild and vicious horses,"science, craft & essay",3020
2610,5013_LibriVox_en,800h_00,ambassadors,fiction,4018
2611,8410_LibriVox_en,800h_00,recluse,fiction,2196
2612,8458_LibriVox_en,800h_00,changed man and other tales,fiction,6454
2613,2314_LibriVox_en,800h_00,anne of the island version 2,fiction,103
2614,3780_LibriVox_en,800h_00,sky is falling,fiction,103
2615,2201_LibriVox_en,800h_00,rock a bye library a book of fables,fiction,26
2616,6270_LibriVox_en,800h_00,france in the nineteenth century,"geography, nature & history",5968
2617,954_LibriVox_en,800h_00,jack and jill,fiction,188
2618,4847_LibriVox_en,800h_00,grace harlowe s second year at overton college,fiction,5468
2619,503_LibriVox_en,800h_00,right ho jeeves,fiction,251
2620,4916_LibriVox_en,800h_00,narrative of the most remarkable particulars in the life of james albert ukawsaw gronniosaw,religion,3157
2621,7334_LibriVox_en,800h_00,red dust,"science, craft & essay",5717
2622,7561_LibriVox_en,800h_00,invaders from the infinite,"science, craft & essay",251
2623,8044_LibriVox_en,800h_00,magna moralia,"science, craft & essay",3114
2624,6087_LibriVox_en,800h_00,uncle remus returns,"geography, nature & history",5717
2625,6110_LibriVox_en,800h_00,oliver twist version 4,fiction,4344
2626,4263_LibriVox_en,800h_00,chimes from a jester s bells,"geography, nature & history",1166
2627,7214_LibriVox_en,800h_00,story of doctor dolittle version 2,"science, craft & essay",5717
2628,3047_LibriVox_en,800h_00,life of honorable william f cody known as buffalo bill the famous hunter scout and guide,"geography, nature & history",3664
2629,6534_LibriVox_en,800h_00,soaked in seaweed and 7 other nonsense novels,juvenile books,5717
2630,6439_LibriVox_en,800h_00,crystal stopper,mystery,5968
2631,5438_LibriVox_en,800h_00,goldsmith s friend abroad again,fiction,107
2632,6176_LibriVox_en,800h_00,colored cadet at west point,"science, craft & essay",5985
2633,1861_LibriVox_en,800h_00,dick sands the boy captain,fiction,2368
2634,6449_LibriVox_en,800h_00,children s life of the bee,"science, craft & essay",5717
2635,3659_LibriVox_en,800h_00,space prison,"science, craft & essay",251
2636,1303_LibriVox_en,800h_00,tarzan of the apes,fiction,204
2637,8109_LibriVox_en,800h_00,mayor of casterbridge version 3,fiction,4712
2638,3394_LibriVox_en,800h_00,bible wnt nt 05 acts,religion,2149
2639,2268_LibriVox_en,800h_00,aunt friendly s picture book,fiction,908
2640,3589_LibriVox_en,800h_00,greylorn version 2,"science, craft & essay",251
2641,5628_LibriVox_en,800h_00,reed anthony cowman an autobiography,fiction,4078
2642,4069_LibriVox_en,800h_00,wealth of nations book 5,"science, craft & essay",2201
2643,7279_LibriVox_en,800h_00,two bears and other sermons for children,religion,3645
2644,5949_LibriVox_en,800h_00,little tales of the desert,fiction,3657
2645,3263_LibriVox_en,800h_00,midnight,mystery,2156
2646,6762_LibriVox_en,800h_00,legend of sleepy hollow version 2,fiction,3912
2647,5025_LibriVox_en,800h_00,laugh and live,"science, craft & essay",3488
2648,5489_LibriVox_en,800h_00,summer version 2,fiction,1259
2649,4745_LibriVox_en,800h_00,let em breathe space,"science, craft & essay",3490
2650,3831_LibriVox_en,800h_00,creature from cleveland depths,"science, craft & essay",3490
2651,5515_LibriVox_en,800h_00,diary of a goose girl,fiction,4667
2652,4844_LibriVox_en,800h_00,christmas comes but once a year,misc,2607
2653,3455_LibriVox_en,800h_00,three dialogues between hylas and philonous,religion,3114
2654,3662_LibriVox_en,800h_00,aliens,"science, craft & essay",3906
2655,6559_LibriVox_en,800h_00,albert gate mystery,mystery,5244
2656,3446_LibriVox_en,800h_00,adrift in new york,fiction,3584
2657,3141_LibriVox_en,800h_00,bat wing,mystery,251
2658,5709_LibriVox_en,800h_00,roast beef medium,fiction,5717
2659,8468_LibriVox_en,800h_00,dog ghosts,religion,6454
2660,7011_LibriVox_en,800h_00,homely heroine,fiction,5717
2661,7235_LibriVox_en,800h_00,naudsonce,"science, craft & essay",5717
2662,8226_LibriVox_en,800h_00,world that couldn t be version 2,"science, craft & essay",5717
2663,5416_LibriVox_en,800h_00,waste land version 3,poetry,1259
2664,1872_LibriVox_en,800h_00,storm over warlock,"science, craft & essay",2317
2665,5882_LibriVox_en,800h_00,emma mcchesney and company,fiction,5717
2666,1588_LibriVox_en,800h_00,short history of the united states,"geography, nature & history",1901
2667,4246_LibriVox_en,800h_00,planet savers,"science, craft & essay",251
2668,7259_LibriVox_en,800h_00,uncle wiggily s adventures,fiction,6415
2669,1843_LibriVox_en,800h_00,tale of daddy long legs,"science, craft & essay",681
2670,1087_LibriVox_en,800h_00,ozma of oz,fiction,100
2671,4363_LibriVox_en,800h_00,translations imitations of german ballads,poetry,3793
2672,1812_LibriVox_en,800h_00,adventures of jimmy skunk,"science, craft & essay",1121
2673,1793_LibriVox_en,800h_00,letters from england 1846 1849,"science, craft & essay",1401
2674,7599_LibriVox_en,800h_00,reginald in russia and other sketches,"geography, nature & history",6965
2675,1050_LibriVox_en,800h_00,frog prince and other stories,fiction,1066
2676,7173_LibriVox_en,800h_00,behavior of the honey bee in pollen collecting,"science, craft & essay",2156
2677,5026_LibriVox_en,800h_00,adventures of a dog and a good dog too,"science, craft & essay",1901
2678,3902_LibriVox_en,800h_00,awakening version 2,fiction,1259
2679,3323_LibriVox_en,800h_00,princess and the goblin version 2,fiction,152
2680,5047_LibriVox_en,800h_00,hunger,fiction,4438
2681,3458_LibriVox_en,800h_00,sons and lovers,fiction,204
2682,3026_LibriVox_en,800h_00,ester ried s namesake,religion,3157
2683,8698_LibriVox_en,800h_00,thuvia maid of mars version 3,"science, craft & essay",251
2684,4386_LibriVox_en,800h_00,talks by abdul baha given in paris,religion,1618
2685,5269_LibriVox_en,800h_00,voyage to arcturus,"science, craft & essay",251
2686,7096_LibriVox_en,800h_00,spaceship named mcguire,"science, craft & essay",5717
2687,2410_LibriVox_en,800h_00,invisible links,fiction,2234
2688,4752_LibriVox_en,800h_00,room in the dragon volant,fiction,1259
2689,7324_LibriVox_en,800h_00,hero and leander version 2,poetry,6249
2690,8732_LibriVox_en,800h_00,sevastopol,fiction,6454
2691,3438_LibriVox_en,800h_00,nightmare abbey,fiction,204
2692,8052_LibriVox_en,800h_00,frog prince and other stories version 2,fiction,5717
2693,4868_LibriVox_en,800h_00,soul of man,"science, craft & essay",3595
2694,4193_LibriVox_en,800h_00,log of a cowboy,fiction,4078
2695,4338_LibriVox_en,800h_00,interrupted,religion,3157
2696,8304_LibriVox_en,800h_00,ride proud rebel,fiction,4078
2697,6272_LibriVox_en,800h_00,night side of new york,"science, craft & essay",4191
2698,7495_LibriVox_en,800h_00,my hunt after the captain,"geography, nature & history",6454
2699,2803_LibriVox_en,800h_00,popular history of ireland book 09,"geography, nature & history",1401
2700,242_LibriVox_en,800h_00,reluctant dragon,fiction,204
2701,1826_LibriVox_en,800h_00,ethan frome,fiction,1259
2702,6620_LibriVox_en,800h_00,miss mackenzie,fiction,5789
2703,5975_LibriVox_en,800h_00,lovels of arden,fiction,5968
2704,5660_LibriVox_en,800h_00,behind a mask or a woman s power,fiction,1259
2705,8307_LibriVox_en,800h_00,expository thoughts on the gospels st luke vol 2,religion,3645
2706,8466_LibriVox_en,800h_00,daily rate,religion,3157
2707,6584_LibriVox_en,800h_00,middlemarch version 2,fiction,4064
2708,3979_LibriVox_en,800h_00,ballads of lost haven a book of the sea,poetry,3923
2709,8365_LibriVox_en,800h_00,collaboration,"geography, nature & history",6454
2710,1422_LibriVox_en,800h_00,sisters,fiction,681
2711,2224_LibriVox_en,800h_00,bible drv apocrypha deuterocanon additions to esther,religion,908
2712,3237_LibriVox_en,800h_00,winsome winnie and other new nonsense novels,juvenile books,3157
2713,621_LibriVox_en,800h_00,parasite,fiction,764
2714,4317_LibriVox_en,800h_00,eric brighteyes,fiction,4535
2715,2566_LibriVox_en,800h_00,biography of a grizzly,"science, craft & essay",3020
2716,4211_LibriVox_en,800h_00,madame butterfly,"geography, nature & history",4174
2717,4890_LibriVox_en,800h_00,innocents a story for lovers,fiction,5304
2718,6788_LibriVox_en,800h_00,amateur,fiction,5244
2719,8374_LibriVox_en,800h_00,love letters of mrs piozzi written when she was eighty,"geography, nature & history",5244
2720,7285_LibriVox_en,800h_00,phantoms of reality,"science, craft & essay",4078
2721,8230_LibriVox_en,800h_00,space platform,"science, craft & essay",251
2722,5871_LibriVox_en,800h_00,triplanetary first in the lensman series,"science, craft & essay",5717
2723,4699_LibriVox_en,800h_00,botchan,fiction,4174
2724,3950_LibriVox_en,800h_00,wanderings of oisin,"geography, nature & history",3793
2725,4563_LibriVox_en,800h_00,princess priscilla s fortnight,fiction,3906
2726,8474_LibriVox_en,800h_00,helen in the editor s chair,fiction,3657
2727,5384_LibriVox_en,800h_00,seven secrets,mystery,3488
2728,5853_LibriVox_en,800h_00,with frederick the great a story of the seven years war,fiction,5545
2729,8286_LibriVox_en,800h_00,towards democracy,"science, craft & essay",3003
2730,7445_LibriVox_en,800h_00,first century message to twentieth century christians,religion,3645
2731,8807_LibriVox_en,800h_00,eryxias,"science, craft & essay",3114
2732,2682_LibriVox_en,800h_00,captain jim,fiction,3245
2733,5304_LibriVox_en,800h_00,reminiscences of forts sumter and moultrie in 1860 61 version 2,political & philosophy,204
2734,2220_LibriVox_en,800h_00,dog s tale,fiction,2110
2735,6600_LibriVox_en,800h_00,human machine,"science, craft & essay",2607
2736,6385_LibriVox_en,800h_00,american claimant,fiction,107
2737,2393_LibriVox_en,800h_00,adventures of sally,fiction,19
2738,7805_LibriVox_en,800h_00,over the plum pudding,fiction,6454
2739,8122_LibriVox_en,800h_00,tenting to night a chronicle of sport and adventure in glacier park and the cascade mountains,"science, craft & essay",6454
2740,2226_LibriVox_en,800h_00,bible drv apocrypha deuterocanon baruch,religion,908
2741,541_LibriVox_en,800h_00,more goops and how not to be them,poetry,204
2742,6158_LibriVox_en,800h_00,diary written in the provincial lunatic asylum,"geography, nature & history",6292
2743,6911_LibriVox_en,800h_00,mystery of the hasty arrow,mystery,4078
2744,5262_LibriVox_en,800h_00,industrial conspiracies,"science, craft & essay",4078
2745,8797_LibriVox_en,800h_00,blazed trail stories and stories of the wild life,fiction,6454
2746,6093_LibriVox_en,800h_00,just william,fiction,6454
2747,3003_LibriVox_en,800h_00,lewis and clark meriwether lewis and william clark,"geography, nature & history",2156
2748,3411_LibriVox_en,800h_00,mary cary frequently martha,fiction,1752
2749,4136_LibriVox_en,800h_00,mark twain s burlesque autobiography and first romance,juvenile books,107
2750,1496_LibriVox_en,800h_00,won by crime,mystery,1401
2751,2094_LibriVox_en,800h_00,tree dwellers,"science, craft & essay",688
2752,6925_LibriVox_en,800h_00,what sami sings with the birds,fiction,6415
2753,5267_LibriVox_en,800h_00,mansfield park version 2,fiction,103
2754,8804_LibriVox_en,800h_00,inventions of the great war,"science, craft & essay",6454
2755,8051_LibriVox_en,800h_00,secret of the ninth planet version 2,"science, craft & essay",3488
2756,5818_LibriVox_en,800h_00,land of little rain,"science, craft & essay",3003
2757,4521_LibriVox_en,800h_00,bible kjv nt 15 1 timothy,religion,2911
2758,2203_LibriVox_en,800h_00,birds of the air,"science, craft & essay",1841
2759,994_LibriVox_en,800h_00,omnilingual,"science, craft & essay",251
2760,5563_LibriVox_en,800h_01,text book of assaying,"science, craft & essay",167
2761,6297_LibriVox_en,800h_01,pentecost of calamity,"science, craft & essay",6454
2762,5339_LibriVox_en,800h_01,tom swift in captivity,fiction,3488
2763,4087_LibriVox_en,800h_01,william tell told again,fiction,204
2764,579_LibriVox_en,800h_01,story of the treasure seekers,fiction,103
2765,5379_LibriVox_en,800h_01,curious republic of gondour and other whimsical sketches,"geography, nature & history",107
2766,2363_LibriVox_en,800h_01,detailed minutiae of soldier life in the army of northern virginia 1861 1865,political & philosophy,2827
2767,4818_LibriVox_en,800h_01,black amazon of mars,"science, craft & essay",3490
2768,3191_LibriVox_en,800h_01,adrift on an ice pan,"geography, nature & history",3923
2769,4290_LibriVox_en,800h_01,to have and to hold,fiction,3488
2770,1481_LibriVox_en,800h_01,sammie and susie littletail,"science, craft & essay",1335
2771,7616_LibriVox_en,800h_01,hour of the dragon,fiction,251
2772,8205_LibriVox_en,800h_01,wounds in the rain war stories,fiction,6454
2773,5855_LibriVox_en,800h_01,lure of the labrador wild,"geography, nature & history",3488
2774,998_LibriVox_en,800h_01,no thoroughfare,fiction,1179
2775,3080_LibriVox_en,800h_01,history of egypt chaldea syria babylonia and assyria vol 1,poetry,1401
2776,414_LibriVox_en,800h_01,stolen white elephant,mystery,89
2777,5184_LibriVox_en,800h_01,by ox team to california a narrative of crossing the plains in 1860,"geography, nature & history",3003
2778,5589_LibriVox_en,800h_01,rhymed receipts for any occasion,poetry,32
2779,4714_LibriVox_en,800h_01,divers women,religion,3157
2780,3067_LibriVox_en,800h_01,first love,fiction,3595
2781,5027_LibriVox_en,800h_01,treatise on purgatory,religion,3681
2782,6139_LibriVox_en,800h_01,history of standard oil volume 2,"science, craft & essay",3488
2783,867_LibriVox_en,800h_01,stories from pentamerone,"geography, nature & history",466
2784,7807_LibriVox_en,800h_01,pauline s passion and punishment,fiction,1259
2785,8234_LibriVox_en,800h_01,philosophical enquiry,"science, craft & essay",1769
2786,3880_LibriVox_en,800h_01,first book of adam and eve,religion,3681
2787,7490_LibriVox_en,800h_01,rose child,"geography, nature & history",6415
2788,8423_LibriVox_en,800h_01,eyebright,fiction,7756
2789,6372_LibriVox_en,800h_01,world beyond,"science, craft & essay",4078
2790,4960_LibriVox_en,800h_01,horse s tale,fiction,3490
2791,3061_LibriVox_en,800h_01,mary louise and the liberty girls,mystery,1401
2792,8383_LibriVox_en,800h_01,that pup,fiction,6454
2793,8448_LibriVox_en,800h_01,household puzzles,religion,3157
2794,7278_LibriVox_en,800h_01,cranford version 2,"geography, nature & history",6965
2795,7089_LibriVox_en,800h_01,best british short stories of 1922,"science, craft & essay",6454
2796,3104_LibriVox_en,800h_01,stars my brothers,"science, craft & essay",3490
2797,2736_LibriVox_en,800h_01,superstition of divorce,"science, craft & essay",2162
2798,3202_LibriVox_en,800h_01,petit nord,"geography, nature & history",3923
2799,8384_LibriVox_en,800h_01,among typhoons and pirate craft,"geography, nature & history",6454
2800,8254_LibriVox_en,800h_01,from the darkness cometh the light or struggles for freedom,political & philosophy,5985
2801,4689_LibriVox_en,800h_01,lara a tale,poetry,3793
2802,2079_LibriVox_en,800h_01,varied types,"science, craft & essay",2162
2803,4694_LibriVox_en,800h_01,curtezan unmasked,religion,26
2804,4963_LibriVox_en,800h_01,skylark of space version 2,"science, craft & essay",5717
2805,4615_LibriVox_en,800h_01,on the trail of don quixote being a record of rambles in the ancient province of la mancha,"science, craft & essay",3003
2806,2113_LibriVox_en,800h_01,story of abraham lincoln,misc,1121
2807,392_LibriVox_en,800h_01,golden goose book,fiction,19
2808,4940_LibriVox_en,800h_01,uncle remus and brer rabbit,fiction,5717
2809,4220_LibriVox_en,800h_01,status civilization,"science, craft & essay",3490
2810,7335_LibriVox_en,800h_01,touch of the sun and other stories,fiction,6454
2811,6816_LibriVox_en,800h_01,hunter patrol,"science, craft & essay",5717
2812,4922_LibriVox_en,800h_01,mothering on perilous,fiction,5778
2813,6608_LibriVox_en,800h_01,considerations on representative government,"science, craft & essay",4788
2814,2215_LibriVox_en,800h_01,haunted bookshop,mystery,688
2815,7983_LibriVox_en,800h_01,abaft the funnel,"geography, nature & history",6454
2816,7518_LibriVox_en,800h_01,oblomov,"geography, nature & history",7786
2817,6896_LibriVox_en,800h_01,essays and literary studies,"geography, nature & history",3157
2818,4262_LibriVox_en,800h_01,on interpretation,"science, craft & essay",3114
2819,4618_LibriVox_en,800h_01,soul of the indian,religion,5536
2820,3992_LibriVox_en,800h_01,omoo a narrative of adventures in the south seas,"geography, nature & history",3157
2821,6895_LibriVox_en,800h_01,defenders,"science, craft & essay",5717
2822,6184_LibriVox_en,800h_01,richard ii makers of history,"geography, nature & history",5968
2823,4986_LibriVox_en,800h_01,storm over warlock version 2,"science, craft & essay",251
2824,1200_LibriVox_en,800h_01,moon metal,"science, craft & essay",32
2825,5510_LibriVox_en,800h_01,case of the golden bullet,mystery,1970
2826,6585_LibriVox_en,800h_01,children of the ghetto,fiction,1331
2827,5083_LibriVox_en,800h_01,billy whiskers the autobiography of a goat,fiction,1901
2828,6910_LibriVox_en,800h_01,treatise of religion,poetry,6974
2829,2082_LibriVox_en,800h_01,keepsake,poetry,908
2830,4720_LibriVox_en,800h_01,pocket island,fiction,2156
2831,5501_LibriVox_en,800h_01,little fishers and their nets,religion,3157
2832,404_LibriVox_en,800h_01,rocket book,poetry,26
2833,6204_LibriVox_en,800h_01,jennie gerhardt,fiction,4078
2834,7774_LibriVox_en,800h_01,kashtanka,fiction,4191
2835,1586_LibriVox_en,800h_01,dog crusoe and his master,fiction,1901
2836,856_LibriVox_en,800h_01,love among the chickens,fiction,251
2837,6826_LibriVox_en,800h_01,gabriel and the hour book,fiction,5778
2838,8650_LibriVox_en,800h_01,art of war version 4,"science, craft & essay",3912
2839,4982_LibriVox_en,800h_01,battle of marathon,poetry,3793
2840,6331_LibriVox_en,800h_01,jimmyjohn boss and other stories,fiction,6454
2841,7756_LibriVox_en,800h_01,waiting on god,religion,7424
2842,2207_LibriVox_en,800h_01,bible drv apocrypha deuterocanon wisdom,religion,908
2843,5958_LibriVox_en,800h_01,feast of st friend,"science, craft & essay",2607
2844,3328_LibriVox_en,800h_01,chautauqua girls at home,religion,3157
2845,7118_LibriVox_en,800h_01,my buried treasure,fiction,5244
2846,684_LibriVox_en,800h_01,riddle of the sands,fiction,20
2847,3188_LibriVox_en,800h_01,book of the national parks,"geography, nature & history",688
2848,7372_LibriVox_en,800h_01,hero of our time,fiction,7786
2849,8459_LibriVox_en,800h_01,life s little ironies a set of tales with some colloquial sketches entitled a few crusted characters,fiction,6454
2850,1738_LibriVox_en,800h_01,heretics,"science, craft & essay",2162
2851,1704_LibriVox_en,800h_01,lady s life on a farm in manitoba,"geography, nature & history",1401
2852,5726_LibriVox_en,800h_01,de anima,"science, craft & essay",3114
2853,2027_LibriVox_en,800h_01,siddhartha,religion,1331
2854,8620_LibriVox_en,800h_01,comic english grammar,"science, craft & essay",2607
2855,4639_LibriVox_en,800h_01,bible wnt nt 06 romans,religion,2149
2856,4022_LibriVox_en,800h_01,those extraordinary twins,fiction,107
2857,4098_LibriVox_en,800h_01,pee wee harris,fiction,3488
2858,7755_LibriVox_en,800h_01,shadows in the moonlight,fiction,5717
2859,2479_LibriVox_en,800h_01,popular history of ireland book 06,"geography, nature & history",1401
2860,5014_LibriVox_en,800h_01,asteroid of fear,"science, craft & essay",3490
2861,4432_LibriVox_en,800h_01,tom swift and the electronic hydrolung,"science, craft & essay",204
2862,4677_LibriVox_en,800h_01,white fang version 2,fiction,204
2863,6362_LibriVox_en,800h_01,1601 conversation as it was by the social fireside in the time of the tudors version 2,fiction,107
2864,4955_LibriVox_en,800h_01,jyl of breyntfords testament,poetry,4191
2865,3516_LibriVox_en,800h_01,mental efficiency,"science, craft & essay",2607
2866,2706_LibriVox_en,800h_01,poison belt,"science, craft & essay",204
2867,4538_LibriVox_en,800h_01,bible kjv nt 16 2 timothy,religion,2911
2868,7623_LibriVox_en,800h_01,first successful ascent of mt rainier 1870,"geography, nature & history",3003
2869,8043_LibriVox_en,800h_01,red battle flyer,political & philosophy,3488
2870,8283_LibriVox_en,800h_01,journal of a residence on a georgian plantation 1838 1839,political & philosophy,5985
2871,5885_LibriVox_en,800h_01,ethan frome version 2,fiction,3912
2872,3361_LibriVox_en,800h_01,tale of benny badger,"science, craft & essay",681
2873,7529_LibriVox_en,800h_01,valley of the moon,fiction,4078
2874,3881_LibriVox_en,800h_01,tom sawyer detective,mystery,107
2875,3775_LibriVox_en,800h_01,fisherman and his soul,fiction,3490
2876,2560_LibriVox_en,800h_01,life of cicero vol ii,"geography, nature & history",2297
2877,170_LibriVox_en,800h_01,declaration of independence of the united states of america,"science, craft & essay",273
2878,3676_LibriVox_en,800h_01,little fuzzy,"science, craft & essay",3906
2879,5789_LibriVox_en,800h_01,gunman s reckoning,fiction,4078
2880,2089_LibriVox_en,800h_01,poems of william blake,poetry,908
